INDEX,ITEMNO,SHORTDESCR,SHORTDESCRFR,ARTIST,LONGDESCEN,LONGDESCFR,TRACKLIST,STUDIO,NOOFDISCS,DURATION,RATING,RELEASE,IMAGEURL1,PRODUCTLENGTH,PRODUCTWIDTH,PRODUCTHEIGHT,PRODUCTWEIGHT,SIZE,GENDER,LVL1CODE,LVL2CODE,LVL3CODE,METATITLE,METAKEYWORD,METADESCEN,METADESCFR,WEBDEAL1,WEBDEAL2,WEBDEAL3,WEBDEAL4,WEBDEAL5,PRODUCTTAG1,PRODUCTTAG2,PRODUCTTAG3,PRODUCTTAG4,PRODUCTTAG5
0,889466139390,,,,,,,,,,,,
11,032429329752,Addams Family Values,Addams Family Values,,Addams Family Values    ,Addams Family Values    ,,,,,,,\\everest-nas3\sunrise_marketing\website_images\032429329752.jpg
12,032429328458,Addams Family Values [Blu-ray],Addams Family Values [Blu-ray],,Addams Family Values [Blu-ray]    ,Addams Family Values [Blu-ray]    ,,,,,,,\\everest-nas3\sunrise_marketing\website_images\032429328458.jpg
13,032429329769,The Addams Family,The Addams Family,,The Addams Family    ,The Addams Family    ,,,,,,,\\everest-nas3\sunrise_marketing\website_images\032429329769.jpg
14,032429329776,The Addams Family [Blu-ray],The Addams Family [Blu-ray],,The Addams Family [Blu-ray]    ,The Addams Family [Blu-ray]    ,,,,,,,\\everest-nas3\sunrise_marketing\website_images\032429329776.jpg
15,032429328908,The Addams Family/Addams Family Values 2 Movie Collection [Blu-ray],The Addams Family/Addams Family Values 2 Movie Collection [Blu-ray],,The Addams Family/Addams Family Values 2 Movie Collection [Blu-ray]    ,The Addams Family/Addams Family Values 2 Movie Collection [Blu-ray]    ,,,,,,,\\everest-nas3\sunrise_marketing\website_images\032429328908.jpg
16,032429328441,The Addams Family/Addams Family Values 2 Movie Collection,The Addams Family/Addams Family Values 2 Movie Collection,,The Addams Family/Addams Family Values 2 Movie Collection    ,The Addams Family/Addams Family Values 2 Movie Collection    ,,,,,,,\\everest-nas3\sunrise_marketing\website_images\032429328441.jpg
17,032429330048,Avatar & Legend of Korra Complete Series Collection [Blu-ray],Avatar & Legend of Korra Complete Series Collection [Blu-ray],,Avatar & Legend of Korra Complete Series Collection [Blu-ray]    ,Avatar & Legend of Korra Complete Series Collection [Blu-ray]    ,,,,,,,\\everest-nas3\sunrise_marketing\website_images\032429330048.jpg
18,032429327260,Charmed (2018): Season One,Charmed (2018): Season One,,Charmed (2018): Season One    ,Charmed (2018): Season One    ,,,,,,,\\everest-nas3\sunrise_marketing\website_images\032429327260.jpg
19,032429327802,"Gunsmoke: The Fifteenth Season, Volume One","Gunsmoke: The Fifteenth Season, Volume One",,"Gunsmoke: The Fifteenth Season, Volume One    ","Gunsmoke: The Fifteenth Season, Volume One    ",,,,,,,\\everest-nas3\sunrise_marketing\website_images\032429327802.jpg
20,032429327819,"Gunsmoke: The Fifteenth Season, Volume Two","Gunsmoke: The Fifteenth Season, Volume Two",,"Gunsmoke: The Fifteenth Season, Volume Two    ","Gunsmoke: The Fifteenth Season, Volume Two    ",,,,,,,\\everest-nas3\sunrise_marketing\website_images\032429327819.jpg
21,032429328045,Tell Me a Story: Season One,Tell Me a Story: Season One,,Tell Me a Story: Season One    ,Tell Me a Story: Season One    ,,,,,,,\\everest-nas3\sunrise_marketing\website_images\032429328045.jpg
22,032429328083,Life with Lucy: The Complete Series,Life with Lucy: The Complete Series,,Life with Lucy: The Complete Series    ,Life with Lucy: The Complete Series    ,,,,,,,\\everest-nas3\sunrise_marketing\website_images\032429328083.jpg
23,032429331694,Dance 10-Movie Collection,Dance 10-Movie Collection,,Dance 10-Movie Collection    ,Dance 10-Movie Collection    ,,,,,,,\\everest-nas3\sunrise_marketing\website_images\032429331694.jpg
24,032429329158,Family 10-Movie Collection,Family 10-Movie Collection,,Family 10-Movie Collection    ,Family 10-Movie Collection    ,,,,,,,\\everest-nas3\sunrise_marketing\website_images\032429329158.jpg
25,032429328496,"Haunting of Hill House, The [DVD]","Haunting of Hill House, The [DVD]",,,,,,,,,,\\everest-nas3\sunrise_marketing\website_images\032429328496.jpg
26,032429328502,"Haunting of Hill House, The [Blu-ray]","Haunting of Hill House, The [Blu-ray]",,,,,,,,,,\\everest-nas3\sunrise_marketing\website_images\032429328502.jpg
27,032429328984,Holiday Laughs 4-Movie Collection,Holiday Laughs 4-Movie Collection,,Holiday Laughs 4-Movie Collection    ,Holiday Laughs 4-Movie Collection    ,,,,,,,\\everest-nas3\sunrise_marketing\website_images\032429328984.jpg
28,032429329042,Horror 10-Movie Collection,Horror 10-Movie Collection,,Horror 10-Movie Collection    ,Horror 10-Movie Collection    ,,,,,,,\\everest-nas3\sunrise_marketing\website_images\032429329042.jpg
29,032429329127,Sci-Fi 10-Movie Collection,Sci-Fi 10-Movie Collection,,Sci-Fi 10-Movie Collection    ,Sci-Fi 10-Movie Collection    ,,,,,,,\\everest-nas3\sunrise_marketing\website_images\032429329127.jpg
30,032429327840,SpongeBob SquarePants: The Complete Tenth Season,SpongeBob SquarePants: The Complete Tenth Season,,SpongeBob SquarePants: The Complete Tenth Season    ,SpongeBob SquarePants: The Complete Tenth Season    ,,,,,,,\\everest-nas3\sunrise_marketing\website_images\032429327840.jpg
31,032429329639,Star Trek: Jean-Luc Picard TV + Movie Collection [Blu-ray],Star Trek: Jean-Luc Picard TV + Movie Collection [Blu-ray],,,,,,,,,,\\everest-nas3\sunrise_marketing\website_images\032429329639.jpg
32,032429329493,Twin Peaks: The Television Collections [Blu-ray],Twin Peaks: The Television Collections [Blu-ray],,,,,,,,,,\\everest-nas3\sunrise_marketing\website_images\032429329493.jpg
33,032429329240,Twin Peaks: The Television Collections [DVD],Twin Peaks: The Television Collections [DVD],,,,,,,,,,\\everest-nas3\sunrise_marketing\website_images\032429329240.jpg
34,032429329837,White Christmas (Worldwide),White Christmas (Worldwide),,White Christmas (Worldwide)    ,White Christmas (Worldwide)    ,,,,,,,\\everest-nas3\sunrise_marketing\website_images\032429329837.jpg
36,032429328823,,,,,,,,,,,,
37,032429328816,,,,,,,,,,,,
38,883929680412,,,,,,,,,,,,
39,883929680146,,,,,,,,,,,,
35,032429329646,White Christmas (Worldwide) [Blu-ray],White Christmas (Worldwide) [Blu-ray],,White Christmas (Worldwide) [Blu-ray]    ,White Christmas (Worldwide) [Blu-ray]    ,,,,,,,\\everest-nas3\sunrise_marketing\website_images\032429329646.jpg
40,816018011149,Touch of Death [Blu-ray],Touch of Death [Blu-ray],,,,,,,,,,\\everest-nas3\sunrise_marketing\website_images\816018011149.jpg
41,774212115196,12 Rounds 3: Lockdown,12 Rounds 3: Lockdown,,12 Rounds 3: Lockdown    ,12 Rounds 3: Lockdown    ,,,,,,,\\everest-nas3\sunrise_marketing\website_images\774212115196.jpg
42,057373178362,3:10 to Yuma [Blu-ray],3:10 to Yuma [Blu-ray],,"Here\'s hoping James Mangold\'s big, raucous, and ultrabloody remake of 3:10 to Yuma leads some moviegoers to check out Delmer Daves\'s beautifully lean, half-century-old original. That classic Western spun a tale of captured outlaw Ben Wade (Glenn Ford)--deadly but disarmingly affable--and the small-time rancher and family man, Dan Evans (Van Heflin), desperate enough to accept the job of helping escort the badman to Yuma prison. Wade, knowing that his gang will be along at any moment to spring him, works at persuading the ultimately lone deputy to accept a bribe, turn his back on ""duty,"" and go home safe and rich to his family. That the outlaw has come to admire his captor intriguingly complicates the suspense.All of the above applies in the new 3:10, but it takes a lot more huffing and puffing to get Wade (Russell Crowe this time) and Evans (Christian Bale) into position for the showdown. Mostly, more is less.To Mangold\'s credit, his movie doesn\'t traffic in facile irony or postmodern detachment; it aims to be a straight-up Western and deliver the excitement and charisma the genre\'s fans are starved for. But recognizing that contemporary viewers might be out of touch with the bedrock simplicity and strength of the genre--not to mention its code of honor--Mangold has supplied both Evans and Wade with a plethora of backstory and ""motivations."" At the overblown action climax, the crossfire of personal agendas is almost as frenetic as the copious gunplay. (By that point the movie has killed more people than the Lincoln County War.) Best thing about the remake is Russell Crowe\'s Ben Wade, a Scripture-quoting career villain with an artist\'s eye and a curiously principled sense of whom and when to murder. As his second-in-command, Ben Foster fairly pirouettes at every opportunity to commit mayhem, and Peter Fonda contributes a fierce portrait of an old Wade adversary turned bounty hunter for the Pinkerton detective agency. --Richard T. Jameson","Here\'s hoping James Mangold\'s big, raucous, and ultrabloody remake of 3:10 to Yuma leads some moviegoers to check out Delmer Daves\'s beautifully lean, half-century-old original. That classic Western spun a tale of captured outlaw Ben Wade (Glenn Ford)--deadly but disarmingly affable--and the small-time rancher and family man, Dan Evans (Van Heflin), desperate enough to accept the job of helping escort the badman to Yuma prison. Wade, knowing that his gang will be along at any moment to spring him, works at persuading the ultimately lone deputy to accept a bribe, turn his back on ""duty,"" and go home safe and rich to his family. That the outlaw has come to admire his captor intriguingly complicates the suspense.All of the above applies in the new 3:10, but it takes a lot more huffing and puffing to get Wade (Russell Crowe this time) and Evans (Christian Bale) into position for the showdown. Mostly, more is less.To Mangold\'s credit, his movie doesn\'t traffic in facile irony or postmodern detachment; it aims to be a straight-up Western and deliver the excitement and charisma the genre\'s fans are starved for. But recognizing that contemporary viewers might be out of touch with the bedrock simplicity and strength of the genre--not to mention its code of honor--Mangold has supplied both Evans and Wade with a plethora of backstory and ""motivations."" At the overblown action climax, the crossfire of personal agendas is almost as frenetic as the copious gunplay. (By that point the movie has killed more people than the Lincoln County War.) Best thing about the remake is Russell Crowe\'s Ben Wade, a Scripture-quoting career villain with an artist\'s eye and a curiously principled sense of whom and when to murder. As his second-in-command, Ben Foster fairly pirouettes at every opportunity to commit mayhem, and Peter Fonda contributes a fierce portrait of an old Wade adversary turned bounty hunter for the Pinkerton detective agency. --Richard T. Jameson",,,,,,,\\everest-nas3\sunrise_marketing\website_images\057373178362.jpg
43,774212118142,3:10 To Yuma [Blu-ray],3:10 To Yuma [Blu-ray],,3:10 To Yuma (2007) [Blu-ray] (Bilingual)    ,3:10 To Yuma (2007) [Blu-ray] (Bilingual)    ,,,,,,,\\everest-nas3\sunrise_marketing\website_images\774212118142.jpg
